"A-1 NUMBER OF VILLAGES, TOWNS, HOUSEHOLDS, POPULATION AND AREA",,,,,,,,,,,,,,
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,
08,130,00689,SUB-DISTRICT,Girwa,Total,325,0,5,"1,86,254","8,98,133","4,62,688","4,35,445",1865.94,481
08,130,00689,SUB-DISTRICT,Girwa,Rural,325,0,0,"83,552","4,10,114","2,09,419","2,00,695",1777.69,231
08,130,00689,SUB-DISTRICT,Girwa,Urban,0,0,5,"1,02,702","4,88,019","2,53,269","2,34,750",88.25,"5,530"
08,130,00690,SUB-DISTRICT,Vallabhnagar,Total,300,5,2,"56,959","2,71,679","1,38,834","1,32,845",1071.46,254
08,130,00690,SUB-DISTRICT,Vallabhnagar,Rural,300,5,0,"50,574","2,40,562","1,22,619","1,17,943",1061.57,227
08,130,00690,SUB-DISTRICT,Vallabhnagar,Urban,0,0,2,"6,385","31,117","16,215","14,902",9.89,"3,146"
08,130,00691,SUB-DISTRICT,Lasadiya,Total,113,1,0,"18,864","91,229","46,364","44,865",547.78,167
08,130,00691,SUB-DISTRICT,Lasadiya,Rural,113,1,0,"18,864","91,229","46,364","44,865",547.78,167
08,130,00691,SUB-DISTRICT,Lasadiya,Urban,0,0,0,0,0,0,0,0.00,0
08,130,00692,SUB-DISTRICT,Salumbar,Total,268,0,1,"50,813","2,48,337","1,25,974","1,22,363",982.57,253
08,130,00692,SUB-DISTRICT,Salumbar,Rural,268,0,0,"47,423","2,31,912","1,17,554","1,14,358",978.57,237
08,130,00692,SUB-DISTRICT,Salumbar,Urban,0,0,1,"3,390","16,425","8,420","8,005",4.00,"4,106"
08,130,00693,SUB-DISTRICT,Sarada,Total,191,0,4,"47,845","2,31,209","1,18,025","1,13,184",926.52,250
08,130,00693,SUB-DISTRICT,Sarada,Rural,191,0,0,"44,467","2,15,858","1,10,022","1,05,836",892.85,242
08,130,00693,SUB-DISTRICT,Sarada,Urban,0,0,4,"3,378","15,351","8,003","7,348",33.67,456
08,130,00694,SUB-DISTRICT,Rishabhdeo,Total,125,0,1,"32,771","1,72,935","88,216","84,719",670.51,258
08,130,00694,SUB-DISTRICT,Rishabhdeo,Rural,125,0,0,"30,850","1,63,764","83,447","80,317",662.38,247
08,130,00694,SUB-DISTRICT,Rishabhdeo,Urban,0,0,1,"1,921","9,171","4,769","4,402",8.13,"1,128"
08,130,00695,SUB-DISTRICT,Kherwara,Total,194,1,1,"40,350","2,06,777","1,05,309","1,01,468",637.51,324
08,130,00695,SUB-DISTRICT,Kherwara,Rural,194,1,0,"38,807","1,99,196","1,01,316","97,880",635.48,313
08,130,00695,SUB-DISTRICT,Kherwara,Urban,0,0,1,"1,543","7,581","3,993","3,588",2.03,"3,734"
08,131,00000,DISTRICT,Pratapgarh,Total,970,33,3,"1,78,726","8,67,848","4,37,744","4,30,104",4449.00,195
08,131,00000,DISTRICT,Pratapgarh,Rural,970,33,0,"1,63,810","7,96,041","4,01,171","3,94,870",4420.32,180
08,131,00000,DISTRICT,Pratapgarh,Urban,0,0,3,"14,916","71,807","36,573","35,234",28.68,"2,504"
08,131,00696,SUB-DISTRICT,Dhariawad,Total,167,0,1,"38,775","1,89,872","94,500","95,372",922.85,206
08,131,00696,SUB-DISTRICT,Dhariawad,Rural,167,0,0,"36,373","1,78,504","88,752","89,752",913.73,195
08,131,00696,SUB-DISTRICT,Dhariawad,Urban,0,0,1,"2,402","11,368","5,748","5,620",9.12,"1,246"
08,131,00697,SUB-DISTRICT,Peepalkhoont,Total,204,3,0,"32,509","1,54,063","77,910","76,153",836.13,184
08,131,00697,SUB-DISTRICT,Peepalkhoont,Rural,204,3,0,"32,509","1,54,063","77,910","76,153",836.13,184
08,131,00697,SUB-DISTRICT,Peepalkhoont,Urban,0,0,0,0,0,0,0,0.00,0
08,131,00698,SUB-DISTRICT,Chhoti Sadri,Total,147,8,1,"27,792","1,34,077","68,030","66,047",720.76,186
08,131,00698,SUB-DISTRICT,Chhoti Sadri,Rural,147,8,0,"24,027","1,15,717","58,704","57,013",713.76,162
08,131,00698,SUB-DISTRICT,Chhoti Sadri,Urban,0,0,1,"3,765","18,360","9,326","9,034",7.00,"2,623"
08,131,00699,SUB-DISTRICT,Pratapgarh,Total,272,21,1,"51,430","2,48,813","1,26,454","1,22,359",1318.08,189
08,131,00699,SUB-DISTRICT,Pratapgarh,Rural,272,21,0,"42,681","2,06,734","1,04,955","1,01,779",1305.52,158
08,131,00699,SUB-DISTRICT,Pratapgarh,Urban,0,0,1,"8,749","42,079","21,499","20,580",12.56,"3,350"
08,131,00700,SUB-DISTRICT,Arnod,Total,180,1,0,"28,220","1,41,023","70,850","70,173",651.17,217
08,131,00700,SUB-DISTRICT,Arnod,Rural,180,1,0,"28,220","1,41,023","70,850","70,173",651.17,217
08,131,00700,SUB-DISTRICT,Arnod,Urban,0,0,0,0,0,0,0,0.00,0
09,000,00000,STATE,UTTAR PRADESH,Total,"97,814","8,960",915,"3,34,48,035","19,98,12,341","10,44,80,510","9,53,31,831",240928.00,829
09,000,00000,STATE,UTTAR PRADESH,Rural,"97,814","8,960",0,"2,56,85,942","15,53,17,278","8,09,92,995","7,43,24,283",233365.71,666
09,000,00000,STATE,UTTAR PRADESH,Urban,0,0,915,"77,62,093","4,44,95,063","2,34,87,515","2,10,07,548",7562.29,"5,884"
09,132,00000,DISTRICT,Saharanpur,Total,"1,243",329,16,"5,97,656","34,66,382","18,34,106","16,32,276",3689.00,940
09,132,00000,DISTRICT,Saharanpur,Rural,"1,243",329,0,"4,08,198","23,99,856","12,69,803","11,30,053",3582.67,670
09,132,00000,DISTRICT,Saharanpur,Urban,0,0,16,"1,89,458","10,66,526","5,64,303","5,02,223",106.33,"10,030"
09,132,00701,SUB-DISTRICT,Behat,Total,263,61,2,"91,107","5,19,420","2,73,686","2,45,734",1019.95,509
09,132,00701,SUB-DISTRICT,Behat,Rural,263,61,0,"85,403","4,84,672","2,55,338","2,29,334",1013.95,478
09,132,00701,SUB-DISTRICT,Behat,Urban,0,0,2,"5,704","34,748","18,348","16,400",6.00,"5,791"
09,132,00702,SUB-DISTRICT,Saharanpur,Total,319,106,4,"2,42,107","13,69,818","7,21,946","6,47,872",786.69,"1,741"
09,132,00702,SUB-DISTRICT,Saharanpur,Rural,319,106,0,"1,07,799","6,38,422","3,36,615","3,01,807",726.62,879
09,132,00702,SUB-DISTRICT,Saharanpur,Urban,0,0,4,"1,34,308","7,31,396","3,85,331","3,46,065",60.07,"12,176"
09,132,00703,SUB-DISTRICT,Nakur,Total,334,66,6,"1,15,911","6,98,990","3,70,208","3,28,782",860.10,813
09,132,00703,SUB-DISTRICT,Nakur,Rural,334,66,0,"91,927","5,51,905","2,92,726","2,59,179",834.95,661
09,132,00703,SUB-DISTRICT,Nakur,Urban,0,0,6,"23,984","1,47,085","77,482","69,603",25.15,"5,848"
09,132,00704,SUB-DISTRICT,Deoband,Total,178,58,2,"85,819","5,14,338","2,75,374","2,38,964",551.81,932
09,132,00704,SUB-DISTRICT,Deoband,Rural,178,58,0,"69,141","4,11,571","2,18,868","1,92,703",542.70,758
09,132,00704,SUB-DISTRICT,Deoband,Urban,0,0,2,"16,678","1,02,767","56,506","46,261",9.11,"11,281"
09,132,00705,SUB-DISTRICT,Rampur Maniharan,Total,149,38,2,"62,712","3,63,816","1,92,892","1,70,924",470.46,773
09,132,00705,SUB-DISTRICT,Rampur Maniharan,Rural,149,38,0,"53,928","3,13,286","1,66,256","1,47,030",464.46,675
09,132,00705,SUB-DISTRICT,Rampur Maniharan,Urban,0,0,2,"8,784","50,530","26,636","23,894",6.00,"8,422"
09,133,00000,DISTRICT,Muzaffarnagar,Total,880,139,27,"6,76,642","41,43,512","21,93,434","19,50,078",4008.00,"1,034"
09,133,00000,DISTRICT,Muzaffarnagar,Rural,880,139,0,"4,75,749","29,52,200","15,65,004","13,87,196",3867.59,763
09,133,00000,DISTRICT,Muzaffarnagar,Urban,0,0,27,"2,00,893","11,91,312","6,28,430","5,62,882",140.41,"8,485"
09,133,00706,SUB-DISTRICT,Kairana,Total,149,26,4,"94,032","5,86,254","3,11,236","2,75,018",655.24,895
09,133,00706,SUB-DISTRICT,Kairana,Rural,149,26,0,"67,401","4,16,594","2,21,685","1,94,909",633.59,658
09,133,00706,SUB-DISTRICT,Kairana,Urban,0,0,4,"26,631","1,69,660","89,551","80,109",21.65,"7,836"
09,133,00707,SUB-DISTRICT,Shamli,Total,134,1,6,"1,13,304","6,87,324","3,66,378","3,20,946",610.46,"1,126"
09,133,00707,SUB-DISTRICT,Shamli,Rural,134,1,0,"76,743","4,70,882","2,51,293","2,19,589",569.80,826
09,133,00707,SUB-DISTRICT,Shamli,Urban,0,0,6,"36,561","2,16,442","1,15,085","1,01,357",40.66,"5,323"
09,133,00708,SUB-DISTRICT,Muzaffarnagar,Total,235,31,7,"2,34,160","14,06,843","7,42,817","6,64,026",1044.93,"1,346"
09,133,00708,SUB-DISTRICT,Muzaffarnagar,Rural,235,31,0,"1,39,315","8,61,606","4,55,802","4,05,804",1001.28,861
09,133,00708,SUB-DISTRICT,Muzaffarnagar,Urban,0,0,7,"94,845","5,45,237","2,87,015","2,58,222",43.65,"12,491"
09,133,00709,SUB-DISTRICT,Budhana,Total,110,9,3,"82,129","5,32,496","2,83,239","2,49,257",520.89,"1,022"
09,133,00709,SUB-DISTRICT,Budhana,Rural,110,9,0,"68,529","4,43,529","2,36,360","2,07,169",508.45,872
09,133,00709,SUB-DISTRICT,Budhana,Urban,0,0,3,"13,600","88,967","46,879","42,088",12.44,"7,152"
09,133,00710,SUB-DISTRICT,Khatauli,Total,121,16,4,"72,243","4,33,910","2,28,574","2,05,336",437.57,992
09,133,00710,SUB-DISTRICT,Khatauli,Rural,121,16,0,"53,964","3,29,802","1,73,818","1,55,984",430.06,767
09,133,00710,SUB-DISTRICT,Khatauli,Urban,0,0,4,"18,279","1,04,108","54,756","49,352",7.51,"13,863"
09,133,00711,SUB-DISTRICT,Jansath,Total,131,56,3,"80,774","4,96,685","2,61,190","2,35,495",738.90,672
09,133,00711,SUB-DISTRICT,Jansath,Rural,131,56,0,"69,797","4,29,787","2,26,046","2,03,741",724.40,593
09,133,00711,SUB-DISTRICT,Jansath,Urban,0,0,3,"10,977","66,898","35,144","31,754",14.50,"4,614"
09,134,00000,DISTRICT,Bijnor,Total,"2,186",798,26,"6,33,197","36,82,713","19,21,215","17,61,498",4561.00,807
09,134,00000,DISTRICT,Bijnor,Rural,"2,186",798,0,"4,78,997","27,57,401","14,38,412","13,18,989",4451.28,619
09,134,00000,DISTRICT,Bijnor,Urban,0,0,26,"1,54,200","9,25,312","4,82,803","4,42,509",109.72,"8,433"
09,134,00712,SUB-DISTRICT,Najibabad,Total,402,118,5,"1,24,255","7,21,574","3,76,904","3,44,670",891.45,809
09,134,00712,SUB-DISTRICT,Najibabad,Rural,402,118,0,"90,493","5,21,247","2,72,495","2,48,752",875.94,595
09,134,00712,SUB-DISTRICT,Najibabad,Urban,0,0,5,"33,762","2,00,327","1,04,409","95,918",15.51,"12,916"
09,134,00713,SUB-DISTRICT,Bijnor,Total,374,177,6,"1,11,966","6,28,536","3,30,739","2,97,797",830.63,757
09,134,00713,SUB-DISTRICT,Bijnor,Rural,374,177,0,"79,608","4,51,657","2,37,985","2,13,672",811.48,557
09,134,00713,SUB-DISTRICT,Bijnor,Urban,0,0,6,"32,358","1,76,879","92,754","84,125",19.15,"9,237"
09,134,00714,SUB-DISTRICT,Nagina,Total,352,184,3,"83,525","5,02,488","2,60,034","2,42,454",692.36,726
09,134,00714,SUB-DISTRICT,Nagina,Rural,352,184,0,"64,178","3,72,565","1,92,475","1,80,090",679.13,549
09,134,00714,SUB-DISTRICT,Nagina,Urban,0,0,3,"19,347","1,29,923","67,559","62,364",13.23,"9,820"
09,134,00715,SUB-DISTRICT,Dhampur,Total,658,231,9,"1,92,787","11,23,962","5,85,405","5,38,557",1350.17,832
09,134,00715,SUB-DISTRICT,Dhampur,Rural,658,231,0,"1,45,233","8,36,723","4,35,289","4,01,434",1314.29,637
09,134,00715,SUB-DISTRICT,Dhampur,Urban,0,0,9,"47,554","2,87,239","1,50,116","1,37,123",35.88,"8,006"
09,134,00716,SUB-DISTRICT,Chandpur,Total,400,88,3,"1,20,664","7,06,153","3,68,133","3,38,020",796.39,887
09,134,00716,SUB-DISTRICT,Chandpur,Rural,400,88,0,"99,485","5,75,209","3,00,168","2,75,041",770.44,747
09,134,00716,SUB-DISTRICT,Chandpur,Urban,0,0,3,"21,179","1,30,944","67,965","62,979",25.95,"5,046"
09,135,00000,DISTRICT,Moradabad,Total,"1,550",243,17,"7,96,170","47,72,006","25,03,186","22,68,820",3718.00,"1,283"
09,135,00000,DISTRICT,Moradabad,Rural,"1,550",243,0,"5,22,763","31,98,383","16,80,022","15,18,361",3569.67,896
09,135,00000,DISTRICT,Moradabad,Urban,0,0,17,"2,73,407","15,73,623","8,23,164","7,50,459",148.33,"10,609"
09,135,00717,SUB-DISTRICT,Thakurdwara,Total,241,69,1,"82,227","5,02,000","2,62,978","2,39,022",541.12,928
09,135,00717,SUB-DISTRICT,Thakurdwara,Rural,241,69,0,"75,401","4,57,745","2,39,932","2,17,813",531.14,862
09,135,00717,SUB-DISTRICT,Thakurdwara,Urban,0,0,1,"6,826","44,255","23,046","21,209",9.98,"4,434"
09,135,00718,SUB-DISTRICT,Kanth,Total,155,44,3,"50,803","3,04,082","1,58,646","1,45,436",395.37,769
09,135,00718,SUB-DISTRICT,Kanth,Rural,155,44,0,"41,862","2,49,965","1,30,653","1,19,312",393.46,635
09,135,00718,SUB-DISTRICT,Kanth,Urban,0,0,3,"8,941","54,117","27,993","26,124",1.91,"28,334"
09,135,00719,SUB-DISTRICT,Moradabad,Total,267,49,5,"2,81,745","16,46,613","8,61,734","7,84,879",754.78,"2,182"
09,135,00719,SUB-DISTRICT,Moradabad,Rural,267,49,0,"1,07,337","6,74,655","3,53,501","3,21,154",665.45,"1,014"
09,135,00719,SUB-DISTRICT,Moradabad,Urban,0,0,5,"1,74,408","9,71,958","5,08,233","4,63,725",89.33,"10,881"
09,135,00720,SUB-DISTRICT,Bilari,Total,300,39,3,"1,09,896","6,73,812","3,53,677","3,20,135",542.14,"1,243"
09,135,00720,SUB-DISTRICT,Bilari,Rural,300,39,0,"95,289","5,87,617","3,08,311","2,79,306",533.18,"1,102"
09,135,00720,SUB-DISTRICT,Bilari,Urban,0,0,3,"14,607","86,195","45,366","40,829",8.96,"9,620"
09,135,00721,SUB-DISTRICT,Sambhal,Total,363,28,2,"1,61,176","9,93,393","5,21,248","4,72,145",867.50,"1,145"
09,135,00721,SUB-DISTRICT,Sambhal,Rural,363,28,0,"1,22,189","7,46,061","3,91,713","3,54,348",848.45,879
09,135,00721,SUB-DISTRICT,Sambhal,Urban,0,0,2,"38,987","2,47,332","1,29,535","1,17,797",19.05,"12,983"
09,135,00722,SUB-DISTRICT,Chandausi,Total,224,14,3,"1,10,323","6,52,106","3,44,903","3,07,203",617.09,"1,057"
09,135,00722,SUB-DISTRICT,Chandausi,Rural,224,14,0,"80,685","4,82,340","2,55,912","2,26,428",597.99,807
09,135,00722,SUB-DISTRICT,Chandausi,Urban,0,0,3,"29,638","1,69,766","88,991","80,775",19.10,"8,888"
09,136,00000,DISTRICT,Rampur,Total,"1,108",55,10,"3,93,736","23,35,819","12,23,889","11,11,930",2367.00,987
09,136,00000,DISTRICT,Rampur,Rural,"1,108",55,0,"2,90,515","17,47,172","9,16,878","8,30,294",2265.24,771
09,136,00000,DISTRICT,Rampur,Urban,0,0,10,"1,03,221","5,88,647","3,07,011","2,81,636",101.76,"5,785"
09,136,00723,SUB-DISTRICT,Suar,Total,183,6,2,"56,180","3,43,409","1,79,287","1,64,122",407.76,842
09,136,00723,SUB-DISTRICT,Suar,Rural,183,6,0,"48,128","2,93,514","1,53,304","1,40,210",402.46,729
09,136,00723,SUB-DISTRICT,Suar,Urban,0,0,2,"8,052","49,895","25,983","23,912",5.30,"9,414"
09,136,00724,SUB-DISTRICT,Tanda,Total,166,14,1,"55,267","3,40,587","1,78,306","1,62,281",312.59,"1,090"
09,136,00724,SUB-DISTRICT,Tanda,Rural,166,14,0,"47,282","2,92,528","1,53,146","1,39,382",303.52,964
09,136,00724,SUB-DISTRICT,Tanda,Urban,0,0,1,"7,985","48,059","25,160","22,899",9.07,"5,299"
09,136,00725,SUB-DISTRICT,Bilaspur,Total,207,6,2,"50,019","2,89,195","1,51,288","1,37,907",486.54,594
09,136,00725,SUB-DISTRICT,Bilaspur,Rural,207,6,0,"37,727","2,16,589","1,13,531","1,03,058",452.54,479
09,136,00725,SUB-DISTRICT,Bilaspur,Urban,0,0,2,"12,292","72,606","37,757","34,849",34.00,"2,135"
09,136,00726,SUB-DISTRICT,Rampur,Total,166,5,3,"1,15,488","6,70,879","3,50,777","3,20,102",328.78,"2,041"
09,136,00726,SUB-DISTRICT,Rampur,Rural,166,5,0,"52,417","3,21,621","1,68,571","1,53,050",301.41,"1,067"
09,136,00726,SUB-DISTRICT,Rampur,Urban,0,0,3,"63,071","3,49,258","1,82,206","1,67,052",27.37,"12,761"
09,136,00727,SUB-DISTRICT,Shahabad ,Total,189,19,1,"59,601","3,55,070","1,86,887","1,68,183",430.30,825
09,136,00727,SUB-DISTRICT,Shahabad ,Rural,189,19,0,"53,126","3,16,794","1,66,946","1,49,848",415.30,763
09,136,00727,SUB-DISTRICT,Shahabad ,Urban,0,0,1,"6,475","38,276","19,941","18,335",15.00,"2,552"
09,136,00728,SUB-DISTRICT,Milak ,Total,197,5,1,"57,181","3,36,679","1,77,344","1,59,335",401.04,840
09,136,00728,SUB-DISTRICT,Milak ,Rural,197,5,0,"51,835","3,06,126","1,61,380","1,44,746",390.02,785
09,136,00728,SUB-DISTRICT,Milak ,Urban,0,0,1,"5,346","30,553","15,964","14,589",11.02,"2,773"
09,137,00000,DISTRICT,Jyotiba Phule Nagar,Total,959,164,9,"3,14,401","18,40,221","9,63,449","8,76,772",2249.00,818
09,137,00000,DISTRICT,Jyotiba Phule Nagar,Rural,959,164,0,"2,35,417","13,81,508","7,24,539","6,56,969",2189.51,631
09,137,00000,DISTRICT,Jyotiba Phule Nagar,Urban,0,0,9,"78,984","4,58,713","2,38,910","2,19,803",59.49,"7,711"
09,137,00729,SUB-DISTRICT,Dhanaura,Total,288,51,3,"81,454","4,68,098","2,46,015","2,22,083",711.59,658
09,137,00729,SUB-DISTRICT,Dhanaura,Rural,288,51,0,"60,222","3,51,942","1,85,079","1,66,863",683.22,515
09,137,00729,SUB-DISTRICT,Dhanaura,Urban,0,0,3,"21,232","1,16,156","60,936","55,220",28.37,"4,094"
09,137,00730,SUB-DISTRICT,Amroha,Total,365,44,4,"1,31,935","7,76,206","4,05,011","3,71,195",633.99,"1,224"
09,137,00730,SUB-DISTRICT,Amroha,Rural,365,44,0,"88,284","5,19,380","2,71,764","2,47,616",613.09,847
09,137,00730,SUB-DISTRICT,Amroha,Urban,0,0,4,"43,651","2,56,826","1,33,247","1,23,579",20.90,"12,288"
09,137,00731,SUB-DISTRICT,Hasanpur,Total,306,69,2,"1,01,012","5,95,917","3,12,423","2,83,494",903.42,660
09,137,00731,SUB-DISTRICT,Hasanpur,Rural,306,69,0,"86,911","5,10,186","2,67,696","2,42,490",893.20,571
09,137,00731,SUB-DISTRICT,Hasanpur,Urban,0,0,2,"14,101","85,731","44,727","41,004",10.22,"8,389"
09,138,00000,DISTRICT,Meerut,Total,604,59,18,"5,79,110","34,43,689","18,25,743","16,17,946",2559.00,"1,346"
09,138,00000,DISTRICT,Meerut,Rural,604,59,0,"2,71,679","16,84,507","8,94,920","7,89,587",2300.83,732
09,138,00000,DISTRICT,Meerut,Urban,0,0,18,"3,07,431","17,59,182","9,30,823","8,28,359",258.17,"6,814"
09,138,00732,SUB-DISTRICT,Sardhana,Total,128,9,4,"91,687","5,69,091","3,01,213","2,67,878",585.32,972
09,138,00732,SUB-DISTRICT,Sardhana,Rural,128,9,0,"73,827","4,57,376","2,42,582","2,14,794",553.32,827
09,138,00732,SUB-DISTRICT,Sardhana,Urban,0,0,4,"17,860","1,11,715","58,631","53,084",32.00,"3,491"
09,138,00733,SUB-DISTRICT,Mawana,Total,268,37,6,"1,26,121","7,72,441","4,09,829","3,62,612",1044.23,740
09,138,00733,SUB-DISTRICT,Mawana,Rural,268,37,0,"95,541","5,85,122","3,11,187","2,73,935",1012.67,578
09,138,00733,SUB-DISTRICT,Mawana,Urban,0,0,6,"30,580","1,87,319","98,642","88,677",31.56,"5,935"
09,138,00734,SUB-DISTRICT,Meerut,Total,208,13,8,"3,61,302","21,02,157","11,14,701","9,87,456",929.44,"2,262"
09,138,00734,SUB-DISTRICT,Meerut,Rural,208,13,0,"1,02,311","6,42,009","3,41,151","3,00,858",734.83,874
09,138,00734,SUB-DISTRICT,Meerut,Urban,0,0,8,"2,58,991","14,60,148","7,73,550","6,86,598",194.61,"7,503"
09,139,00000,DISTRICT,Baghpat,Total,290,25,8,"2,09,916","13,03,048","7,00,070","6,02,978",1321.00,986
09,139,00000,DISTRICT,Baghpat,Rural,290,25,0,"1,64,494","10,28,023","5,53,807","4,74,216",1271.92,808
09,139,00000,DISTRICT,Baghpat,Urban,0,0,8,"45,422","2,75,025","1,46,263","1,28,762",49.08,"5,604"
09,139,00735,SUB-DISTRICT,Baraut,Total,139,11,4,"1,15,230","7,13,106","3,84,335","3,28,771",731.01,976
09,139,00735,SUB-DISTRICT,Baraut,Rural,139,11,0,"89,914","5,62,114","3,03,765","2,58,349",696.15,807
09,139,00735,SUB-DISTRICT,Baraut,Urban,0,0,4,"25,316","1,50,992","80,570","70,422",34.86,"4,331"
09,139,00736,SUB-DISTRICT,Baghpat,Total,103,10,3,"64,795","4,04,950","2,16,540","1,88,410",436.81,927
09,139,00736,SUB-DISTRICT,Baghpat,Rural,103,10,0,"52,797","3,29,593","1,76,900","1,52,693",430.59,765
09,139,00736,SUB-DISTRICT,Baghpat,Urban,0,0,3,"11,998","75,357","39,640","35,717",6.22,"12,115"
09,139,00737,SUB-DISTRICT,Khekada,Total,48,4,1,"29,891","1,84,992","99,195","85,797",153.18,"1,208"
09,139,00737,SUB-DISTRICT,Khekada,Rural,48,4,0,"21,783","1,36,316","73,142","63,174",145.18,939
09,139,00737,SUB-DISTRICT,Khekada,Urban,0,0,1,"8,108","48,676","26,053","22,623",8.00,"6,085"
09,140,00000,DISTRICT,Ghaziabad,Total,511,36,26,"8,50,676","46,81,645","24,88,834","21,92,811",1179.00,"3,971"
09,140,00000,DISTRICT,Ghaziabad,Rural,511,36,0,"2,48,050","15,19,098","8,08,222","7,10,876",777.91,"1,953"
09,140,00000,DISTRICT,Ghaziabad,Urban,0,0,26,"6,02,626","31,62,547","16,80,612","14,81,935",401.09,"7,885"
09,140,00738,SUB-DISTRICT,Modinagar,Total,111,7,14,"1,08,624","6,37,485","3,39,874","2,97,611",263.31,"2,421"
09,140,00738,SUB-DISTRICT,Modinagar,Rural,111,7,0,"48,633","2,96,176","1,58,479","1,37,697",192.09,"1,542"
09,140,00738,SUB-DISTRICT,Modinagar,Urban,0,0,14,"59,991","3,41,309","1,81,395","1,59,914",71.22,"4,792"
09,140,00739,SUB-DISTRICT,Ghaziabad,Total,72,6,7,"5,19,804","27,05,849","14,40,050","12,65,799",457.00,"5,921"
09,140,00739,SUB-DISTRICT,Ghaziabad,Rural,72,6,0,"47,218","2,94,358","1,57,951","1,36,407",185.76,"1,585"
09,140,00739,SUB-DISTRICT,Ghaziabad,Urban,0,0,7,"4,72,586","24,11,491","12,82,099","11,29,392",271.24,"8,891"
09,140,00740,SUB-DISTRICT,Hapur,Total,202,13,3,"1,57,560","9,53,480","5,05,452","4,48,028",377.71,"2,524"
09,140,00740,SUB-DISTRICT,Hapur,Rural,202,13,0,"97,396","6,01,309","3,18,819","2,82,490",353.21,"1,702"
09,140,00740,SUB-DISTRICT,Hapur,Urban,0,0,3,"60,164","3,52,171","1,86,633","1,65,538",24.50,"14,374"
09,140,00741,SUB-DISTRICT,Garhmukteshwar,Total,126,10,2,"64,688","3,84,831","2,03,458","1,81,373",271.51,"1,417"
09,140,00741,SUB-DISTRICT,Garhmukteshwar,Rural,126,10,0,"54,803","3,27,255","1,72,973","1,54,282",237.38,"1,379"
09,140,00741,SUB-DISTRICT,Garhmukteshwar,Urban,0,0,2,"9,885","57,576","30,485","27,091",34.13,"1,687"
09,141,00000,DISTRICT,Gautam Buddha Nagar,Total,304,16,13,"3,27,090","16,48,115","8,90,214","7,57,901",1282.00,"1,286"
09,141,00000,DISTRICT,Gautam Buddha Nagar,Rural,304,16,0,"1,11,916","6,73,806","3,59,605","3,14,201",1093.85,616
09,141,00000,DISTRICT,Gautam Buddha Nagar,Urban,0,0,13,"2,15,174","9,74,309","5,30,609","4,43,700",188.15,"5,178"
09,141,00742,SUB-DISTRICT,Dadri,Total,108,2,6,"2,34,537","11,10,093","6,01,465","5,08,628",578.97,"1,917"
09,141,00742,SUB-DISTRICT,Dadri,Rural,108,2,0,"53,823","3,26,999","1,73,699","1,53,300",463.52,705
09,141,00742,SUB-DISTRICT,Dadri,Urban,0,0,6,"1,80,714","7,83,094","4,27,766","3,55,328",115.45,"6,783"
09,141,00743,SUB-DISTRICT,Gautam Buddha Nagar,Total,113,5,4,"55,578","3,16,790","1,69,959","1,46,831",333.07,951
09,141,00743,SUB-DISTRICT,Gautam Buddha Nagar,Rural,113,5,0,"29,893","1,84,304","98,340","85,964",298.94,617
09,141,00743,SUB-DISTRICT,Gautam Buddha Nagar,Urban,0,0,4,"25,685","1,32,486","71,619","60,867",34.13,"3,882"
09,141,00744,SUB-DISTRICT,Jewar,Total,83,9,3,"36,975","2,21,232","1,18,790","1,02,442",369.96,598
09,141,00744,SUB-DISTRICT,Jewar,Rural,83,9,0,"28,200","1,62,503","87,566","74,937",331.39,490
09,141,00744,SUB-DISTRICT,Jewar,Urban,0,0,3,"8,775","58,729","31,224","27,505",38.57,"1,523"
09,142,00000,DISTRICT,Bulandshahr ,Total,"1,174",68,21,"5,87,529","34,99,171","18,45,260","16,53,911",4512.00,776
09,142,00000,DISTRICT,Bulandshahr ,Rural,"1,174",68,0,"4,40,668","26,31,742","13,90,490","12,41,252",4338.49,607
09,142,00000,DISTRICT,Bulandshahr ,Urban,0,0,21,"1,46,861","8,67,429","4,54,770","4,12,659",173.51,"4,999"
09,142,00745,SUB-DISTRICT,Sikandrabad,Total,136,4,2,"64,149","3,85,099","2,04,316","1,80,783",388.33,992
09,142,00745,SUB-DISTRICT,Sikandrabad,Rural,136,4,0,"49,626","2,94,858","1,57,275","1,37,583",385.80,764
09,142,00745,SUB-DISTRICT,Sikandrabad,Urban,0,0,2,"14,523","90,241","47,041","43,200",2.53,"35,668"
09,142,00746,SUB-DISTRICT,Bulandshahr,Total,239,7,4,"1,44,302","8,67,941","4,56,931","4,11,010",753.27,"1,152"
09,142,00746,SUB-DISTRICT,Bulandshahr,Rural,239,7,0,"90,151","5,55,629","2,93,503","2,62,126",708.63,784
09,142,00746,SUB-DISTRICT,Bulandshahr,Urban,0,0,4,"54,151","3,12,312","1,63,428","1,48,884",44.64,"6,996"
09,142,00747,SUB-DISTRICT,Siana,Total,169,14,4,"85,716","5,10,190","2,67,603","2,42,587",873.78,584
09,142,00747,SUB-DISTRICT,Siana,Rural,169,14,0,"72,160","4,23,348","2,22,255","2,01,093",848.76,499
